@relation sonar

@attribute a01 numeric
@attribute a02 numeric
@attribute a03 numeric
@attribute a04 numeric
@attribute a05 numeric
@attribute a06 numeric
@attribute a07 numeric
@attribute a08 numeric
@attribute a09 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute a17 numeric
@attribute a18 numeric
@attribute a19 numeric
@attribute a20 numeric
@attribute a21 numeric
@attribute a22 numeric
@attribute a23 numeric
@attribute a24 numeric
@attribute a25 numeric
@attribute a26 numeric
@attribute a27 numeric
@attribute a28 numeric
@attribute a29 numeric
@attribute a30 numeric
@attribute a31 numeric
@attribute a32 numeric
@attribute a33 numeric
@attribute a34 numeric
@attribute a35 numeric
@attribute a36 numeric
@attribute a37 numeric
@attribute a38 numeric
@attribute a39 numeric
@attribute a40 numeric
@attribute a41 numeric
@attribute a42 numeric
@attribute a43 numeric
@attribute a44 numeric
@attribute a45 numeric
@attribute a46 numeric
@attribute a47 numeric
@attribute a48 numeric
@attribute a49 numeric
@attribute a50 numeric
@attribute a51 numeric
@attribute a52 numeric
@attribute a53 numeric
@attribute a54 numeric
@attribute a55 numeric
@attribute a56 numeric
@attribute a57 numeric
@attribute a58 numeric
@attribute a59 numeric
@attribute a60 numeric
@attribute a61 numeric

@data
0.037800,0.031800,0.042300,0.035000,0.178700,0.163500,0.088700,0.081700,0.177900,0.205300,0.313500,0.311800,0.368600,0.388500,0.585000,0.786800,0.973900,1.000000,0.984300,0.861000,0.844300,0.906100,0.584700,0.403300,0.594600,0.679300,0.638900,0.500200,0.557800,0.483100,0.472900,0.331800,0.396900,0.389400,0.231400,0.103600,0.131200,0.086400,0.256900,0.317900,0.264900,0.271400,0.171300,0.058400,0.123000,0.220000,0.219800,0.107400,0.042300,0.016200,0.009300,0.004600,0.004400,0.007800,0.010200,0.006500,0.006100,0.006200,0.004300,0.005300,1.000000
0.036500,0.163200,0.163600,0.142100,0.113000,0.130600,0.211200,0.226800,0.299200,0.373500,0.304200,0.038700,0.267900,0.539700,0.620400,0.725700,0.835000,0.688800,0.445000,0.392100,0.560500,0.754500,0.831100,1.000000,0.876200,0.709200,0.700900,0.501400,0.394200,0.445600,0.407200,0.077300,0.142300,0.040100,0.359700,0.684700,0.707600,0.359700,0.061200,0.302700,0.396600,0.386800,0.238000,0.205900,0.228800,0.170400,0.158700,0.179200,0.102200,0.015100,0.022300,0.011000,0.007100,0.020500,0.016400,0.006300,0.007800,0.009400,0.011000,0.006800,1.000000
0.018800,0.037000,0.095300,0.082400,0.024900,0.048800,0.142400,0.197200,0.187300,0.180600,0.213900,0.152300,0.197500,0.484400,0.729800,0.780700,0.790600,0.612200,0.420000,0.280700,0.514800,0.756900,0.859600,1.000000,0.845700,0.679700,0.697100,0.584300,0.477200,0.520100,0.424100,0.159200,0.166800,0.058800,0.396700,0.714700,0.731900,0.350900,0.058900,0.269000,0.420000,0.387400,0.244000,0.200000,0.230700,0.188600,0.196000,0.170100,0.136600,0.039800,0.014300,0.009300,0.003300,0.011300,0.003000,0.005700,0.009000,0.005700,0.006800,0.002400,1.000000
0.085600,0.045400,0.038200,0.020300,0.038500,0.053400,0.214000,0.311000,0.283700,0.275100,0.270700,0.094600,0.102000,0.451900,0.673700,0.669900,0.706600,0.563200,0.378500,0.272100,0.529700,0.769700,0.864300,0.930400,0.937200,0.624700,0.602400,0.681000,0.504700,0.577500,0.475400,0.240000,0.277900,0.199700,0.530500,0.740900,0.777500,0.442400,0.141600,0.350800,0.448200,0.420800,0.305400,0.223500,0.261100,0.279800,0.239200,0.202100,0.132600,0.035800,0.012800,0.017200,0.013800,0.007900,0.003700,0.005100,0.025800,0.010200,0.003700,0.003700,1.000000
0.027400,0.024200,0.062100,0.056000,0.112900,0.097300,0.182300,0.174500,0.144000,0.180800,0.236600,0.090600,0.174900,0.401200,0.518700,0.731200,0.906200,0.926000,0.743400,0.446300,0.510300,0.695200,0.775500,0.836400,0.728300,0.639900,0.575900,0.414600,0.349500,0.443700,0.266500,0.202400,0.194200,0.076500,0.372500,0.584300,0.482700,0.234700,0.099900,0.324400,0.399000,0.297500,0.168400,0.176100,0.168300,0.072900,0.119000,0.129700,0.074800,0.006700,0.025500,0.011300,0.010800,0.008500,0.004700,0.007400,0.010400,0.016100,0.022000,0.017300,1.000000
0.023500,0.029100,0.074900,0.051900,0.022700,0.083400,0.067700,0.200200,0.287600,0.367400,0.297400,0.083700,0.191200,0.504000,0.635200,0.680400,0.750500,0.659500,0.450900,0.296400,0.401900,0.679400,0.829700,1.000000,0.824000,0.711500,0.772600,0.612400,0.493600,0.564800,0.490600,0.182000,0.181100,0.110700,0.460300,0.665000,0.642300,0.216600,0.195100,0.494700,0.492500,0.404100,0.240200,0.139200,0.177900,0.194600,0.172300,0.152200,0.092900,0.017900,0.024200,0.008300,0.003700,0.009500,0.010500,0.003000,0.013200,0.006800,0.010800,0.009000,1.000000
0.012600,0.051900,0.062100,0.051800,0.107200,0.258700,0.230400,0.206700,0.341600,0.428400,0.301500,0.120700,0.329900,0.570700,0.696200,0.975100,1.000000,0.929300,0.621000,0.458600,0.500100,0.503200,0.708200,0.842000,0.810900,0.769000,0.810500,0.620300,0.235600,0.259500,0.629900,0.676200,0.290300,0.439300,0.852900,0.718000,0.480100,0.585600,0.499300,0.286600,0.060100,0.116700,0.273700,0.281200,0.207800,0.066000,0.049100,0.034500,0.017200,0.028700,0.002700,0.020800,0.004800,0.019900,0.012600,0.002200,0.003700,0.003400,0.011400,0.007700,1.000000
0.025300,0.080800,0.050700,0.024400,0.172400,0.382300,0.372900,0.358300,0.342900,0.219700,0.265300,0.322300,0.558200,0.691600,0.794300,0.715200,0.351200,0.200800,0.267600,0.429900,0.528000,0.348900,0.143000,0.545300,0.633800,0.771200,0.683800,0.801500,0.807300,0.831000,0.779200,0.504900,0.141300,0.276700,0.508400,0.478700,0.135600,0.229900,0.278900,0.383300,0.293300,0.115500,0.170500,0.129400,0.090900,0.080000,0.056700,0.019800,0.011400,0.015100,0.008500,0.017800,0.007300,0.007900,0.003800,0.011600,0.003300,0.003900,0.008100,0.005300,1.000000
0.026000,0.019200,0.025400,0.006100,0.035200,0.070100,0.126300,0.108000,0.152300,0.163000,0.103000,0.218700,0.154200,0.263000,0.294000,0.297800,0.069900,0.140100,0.299000,0.391500,0.359800,0.240300,0.420800,0.567500,0.609400,0.632300,0.654900,0.767300,1.000000,0.846300,0.550900,0.444400,0.516900,0.426800,0.180200,0.079100,0.053500,0.190600,0.256100,0.215300,0.276900,0.284100,0.173300,0.081500,0.033500,0.093300,0.101800,0.030900,0.020800,0.031800,0.013200,0.011800,0.012000,0.005100,0.007000,0.001500,0.003500,0.000800,0.004400,0.007700,1.000000
0.045900,0.043700,0.034700,0.045600,0.006700,0.089000,0.179800,0.174100,0.159800,0.140800,0.269300,0.325900,0.454500,0.578500,0.447100,0.223100,0.216400,0.320100,0.291500,0.423500,0.446000,0.238000,0.641500,0.896600,0.891800,0.752900,0.683800,0.839000,1.000000,0.836200,0.542700,0.457700,0.806700,0.697300,0.391500,0.155800,0.159800,0.216100,0.517800,0.478200,0.234400,0.359900,0.278500,0.180700,0.035200,0.047300,0.032200,0.040800,0.016300,0.008800,0.012100,0.006700,0.003200,0.010900,0.016400,0.015100,0.007000,0.008500,0.011700,0.005600,1.000000
0.002500,0.030900,0.017100,0.022800,0.043400,0.122400,0.194700,0.166100,0.136800,0.143000,0.099400,0.225000,0.244400,0.323900,0.303900,0.241000,0.036700,0.167200,0.303800,0.406900,0.361300,0.199400,0.461100,0.684900,0.727200,0.715200,0.710200,0.851600,1.000000,0.769000,0.484100,0.371700,0.609600,0.511000,0.258600,0.091600,0.094700,0.228700,0.348000,0.209500,0.190100,0.294100,0.221100,0.152400,0.074600,0.060600,0.069200,0.044600,0.034400,0.008200,0.010800,0.014900,0.007700,0.003600,0.011400,0.008500,0.010100,0.001600,0.002800,0.001400,1.000000
0.029100,0.040000,0.077100,0.080900,0.052100,0.105100,0.014500,0.067400,0.129400,0.114600,0.094200,0.079400,0.025200,0.119100,0.104500,0.205000,0.155600,0.269000,0.378400,0.402400,0.347000,0.139500,0.120800,0.282700,0.150000,0.262600,0.446800,0.752000,0.903600,0.781200,0.476600,0.248300,0.537200,0.627900,0.364700,0.457200,0.635900,0.647400,0.552000,0.325300,0.229200,0.065300,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.005600,0.023700,0.020400,0.005000,0.013700,0.016400,0.008100,0.013900,0.011100,1.000000
0.018100,0.014600,0.002600,0.014100,0.042100,0.047300,0.036100,0.074100,0.139800,0.104500,0.090400,0.067100,0.099700,0.105600,0.034600,0.123100,0.162600,0.365200,0.326200,0.299500,0.210900,0.210400,0.208500,0.228200,0.074700,0.196900,0.408600,0.638500,0.797000,0.750800,0.551700,0.221400,0.467200,0.447900,0.229700,0.323500,0.448000,0.558100,0.652000,0.535400,0.247800,0.226800,0.178800,0.089800,0.053600,0.037400,0.099000,0.095600,0.031700,0.014200,0.007600,0.022300,0.025500,0.014500,0.023300,0.004100,0.001800,0.004800,0.008900,0.008500,1.000000
0.049100,0.027900,0.059200,0.127000,0.177200,0.190800,0.221700,0.076800,0.124600,0.202800,0.094700,0.249700,0.220900,0.319500,0.334000,0.332300,0.278000,0.297500,0.294800,0.172900,0.326400,0.383400,0.352300,0.541000,0.522800,0.447500,0.534000,0.532300,0.390700,0.345600,0.409100,0.463900,0.558000,0.572700,0.635500,0.756300,0.690300,0.617600,0.537900,0.562200,0.650800,0.479700,0.373600,0.280400,0.198200,0.243800,0.178900,0.170600,0.076200,0.023800,0.026800,0.008100,0.012900,0.016100,0.006300,0.011900,0.019400,0.014000,0.033200,0.043900,-1.000000
0.131300,0.233900,0.305900,0.426400,0.401000,0.179100,0.185300,0.005500,0.192900,0.223100,0.290700,0.225900,0.313600,0.330200,0.366000,0.395600,0.438600,0.467000,0.525500,0.373500,0.224300,0.197300,0.433700,0.653200,0.507000,0.279600,0.416300,0.595000,0.524200,0.417800,0.371400,0.237500,0.086300,0.143700,0.289600,0.457700,0.372500,0.337200,0.380300,0.418100,0.360300,0.271100,0.165300,0.195100,0.281100,0.224600,0.192100,0.150000,0.066500,0.019300,0.015600,0.036200,0.021000,0.015400,0.018000,0.001300,0.010600,0.012700,0.017800,0.023100,-1.000000
0.020100,0.042300,0.055400,0.078300,0.062000,0.087100,0.120100,0.270700,0.120600,0.027900,0.225100,0.261500,0.177000,0.370900,0.453300,0.555300,0.461600,0.379700,0.345000,0.266500,0.239500,0.112700,0.255600,0.516900,0.377900,0.408200,0.535300,0.511600,0.454400,0.425800,0.386900,0.393900,0.466100,0.397400,0.219400,0.181600,0.102300,0.210800,0.325300,0.369700,0.291200,0.301000,0.256300,0.192700,0.206200,0.175100,0.084100,0.103500,0.064100,0.015300,0.008100,0.019100,0.018200,0.016000,0.029000,0.009000,0.024200,0.022400,0.019000,0.009600,-1.000000
0.062900,0.106500,0.152600,0.122900,0.143700,0.119000,0.088400,0.090700,0.210700,0.359700,0.546600,0.520500,0.512700,0.539500,0.655800,0.870500,0.978600,0.933500,0.791700,0.738300,0.690800,0.385000,0.067100,0.050200,0.271700,0.283900,0.223400,0.191100,0.040800,0.253100,0.197900,0.189100,0.243300,0.195600,0.266700,0.134000,0.107300,0.202300,0.179400,0.022700,0.131300,0.177500,0.154900,0.162600,0.070800,0.012900,0.079500,0.076200,0.011700,0.006100,0.025700,0.008900,0.026200,0.010800,0.013800,0.018700,0.023000,0.005700,0.011300,0.013100,-1.000000
0.033500,0.013400,0.069600,0.118000,0.034800,0.118000,0.194800,0.160700,0.303600,0.437200,0.553300,0.577100,0.702200,0.706700,0.736700,0.739100,0.862200,0.945800,0.878200,0.791300,0.576000,0.306100,0.056300,0.023900,0.255400,0.486200,0.502700,0.440200,0.284700,0.179700,0.356000,0.352200,0.332100,0.311200,0.363800,0.075400,0.183400,0.182000,0.181500,0.159300,0.057600,0.095400,0.108600,0.081200,0.078400,0.048700,0.043900,0.058600,0.037000,0.018500,0.030200,0.024400,0.023200,0.009300,0.015900,0.019300,0.003200,0.037700,0.012600,0.015600,-1.000000
0.058700,0.121000,0.126800,0.149800,0.143600,0.056100,0.083200,0.067200,0.137200,0.235200,0.320800,0.425700,0.520100,0.491400,0.595000,0.722100,0.903900,0.911100,0.872300,0.768600,0.732600,0.522200,0.309700,0.317200,0.227000,0.164000,0.174600,0.183500,0.204800,0.167400,0.276700,0.310400,0.339900,0.444100,0.504600,0.281400,0.168100,0.263300,0.319800,0.193300,0.093400,0.044300,0.078000,0.072200,0.040500,0.055300,0.108100,0.113900,0.076700,0.026500,0.021500,0.033100,0.011100,0.008800,0.015800,0.012200,0.003800,0.010100,0.022800,0.012400,-1.000000
0.016200,0.025300,0.026200,0.038600,0.064500,0.047200,0.105600,0.138800,0.059800,0.133400,0.296900,0.475400,0.567700,0.569000,0.642100,0.748700,0.899900,1.000000,0.969000,0.903200,0.768500,0.699800,0.664400,0.596400,0.371100,0.092100,0.048100,0.087600,0.104000,0.171400,0.326400,0.461200,0.393900,0.505000,0.483300,0.351100,0.231900,0.402900,0.367600,0.151000,0.074500,0.139500,0.155200,0.037700,0.063600,0.044300,0.026400,0.022300,0.018700,0.007700,0.013700,0.007100,0.008200,0.023200,0.019800,0.007400,0.003500,0.010000,0.004800,0.001900,-1.000000
0.030700,0.052300,0.065300,0.052100,0.061100,0.057700,0.066500,0.066400,0.146000,0.279200,0.387700,0.499200,0.498100,0.497200,0.560700,0.733900,0.823000,0.917300,0.997500,0.991100,0.824000,0.649800,0.598000,0.486200,0.315000,0.154300,0.098900,0.028400,0.100800,0.263600,0.269400,0.293000,0.292500,0.399800,0.366000,0.317200,0.460900,0.437400,0.182000,0.337600,0.620200,0.444800,0.186300,0.142000,0.058900,0.057600,0.067200,0.026900,0.024500,0.019000,0.006300,0.032100,0.018900,0.013700,0.027700,0.015200,0.005200,0.012100,0.012400,0.005500,-1.000000
0.011600,0.017900,0.044900,0.109600,0.191300,0.092400,0.076100,0.109200,0.075700,0.100600,0.250000,0.398800,0.380900,0.475300,0.616500,0.646400,0.802400,0.920800,0.983200,0.963400,0.864600,0.832500,0.827600,0.800700,0.610200,0.485300,0.435500,0.430700,0.439900,0.383300,0.303200,0.303500,0.319700,0.229200,0.213100,0.234700,0.320100,0.445500,0.365500,0.271500,0.174700,0.178100,0.219900,0.105600,0.057300,0.030700,0.023700,0.047000,0.010200,0.005700,0.003100,0.016300,0.009900,0.008400,0.027000,0.027700,0.009700,0.005400,0.014800,0.009200,-1.000000
0.033100,0.042300,0.047400,0.081800,0.083500,0.075600,0.037400,0.096100,0.054800,0.019300,0.089700,0.173400,0.193600,0.280300,0.331300,0.502000,0.636000,0.709600,0.833300,0.873000,0.807300,0.750700,0.752600,0.729800,0.617700,0.494600,0.453100,0.409900,0.454000,0.412400,0.313900,0.319400,0.369200,0.377600,0.446900,0.477700,0.471600,0.466400,0.389300,0.425500,0.406400,0.371200,0.386300,0.280200,0.128300,0.111700,0.130300,0.078700,0.043600,0.022400,0.013300,0.007800,0.017400,0.017600,0.003800,0.012900,0.006600,0.004400,0.013400,0.009200,-1.000000
0.042800,0.055500,0.070800,0.061800,0.121500,0.152400,0.154300,0.039100,0.061000,0.011300,0.125500,0.247300,0.301100,0.374700,0.452000,0.539200,0.658800,0.711300,0.760200,0.867200,0.841600,0.797400,0.838500,0.931700,0.855500,0.616200,0.413900,0.326900,0.310800,0.255400,0.336700,0.446500,0.500000,0.511100,0.519400,0.461900,0.423400,0.437200,0.427700,0.443300,0.370000,0.332400,0.256400,0.252700,0.213700,0.178900,0.101000,0.052800,0.045300,0.011800,0.000900,0.014200,0.017900,0.007900,0.006000,0.013100,0.008900,0.008400,0.011300,0.004900,-1.000000
0.059900,0.047400,0.049800,0.038700,0.102600,0.077300,0.085300,0.044700,0.109400,0.035100,0.158200,0.202300,0.226800,0.282900,0.381900,0.466500,0.668700,0.864700,0.936100,0.936700,0.914400,0.916200,0.931100,0.860400,0.732700,0.576300,0.416200,0.411300,0.414600,0.314900,0.293600,0.316900,0.314900,0.413200,0.399400,0.419500,0.453200,0.441900,0.473700,0.343100,0.319400,0.337000,0.249300,0.265000,0.174800,0.093200,0.053000,0.008100,0.034200,0.013700,0.002800,0.001300,0.000500,0.022700,0.020900,0.008100,0.011700,0.011400,0.011200,0.010000,-1.000000
0.026400,0.007100,0.034200,0.079300,0.104300,0.078300,0.141700,0.117600,0.045300,0.094500,0.113200,0.084000,0.071700,0.196800,0.263300,0.419100,0.505000,0.671100,0.792200,0.838100,0.875900,0.942200,1.000000,0.993100,0.957500,0.864700,0.721500,0.580100,0.496400,0.488600,0.407900,0.244300,0.176800,0.247200,0.351800,0.376200,0.290900,0.231100,0.316800,0.355400,0.374100,0.444300,0.326100,0.196300,0.086400,0.168800,0.199100,0.121700,0.062800,0.032300,0.025300,0.021400,0.026200,0.017700,0.003700,0.006800,0.012100,0.007700,0.007800,0.006600,-1.000000
0.021000,0.012100,0.020300,0.103600,0.167500,0.041800,0.072300,0.082800,0.049400,0.068600,0.112500,0.174100,0.271000,0.308700,0.357500,0.499800,0.601100,0.647000,0.806700,0.900800,0.890600,0.933800,1.000000,0.910200,0.849600,0.786700,0.768800,0.771800,0.626800,0.430100,0.207700,0.119800,0.166000,0.261800,0.386200,0.395800,0.324800,0.230200,0.325000,0.402200,0.434400,0.400800,0.337000,0.251800,0.210100,0.118100,0.115000,0.055000,0.029300,0.018300,0.010400,0.011700,0.010100,0.006100,0.003100,0.009900,0.008000,0.010700,0.016100,0.013300,-1.000000
0.053000,0.088500,0.199700,0.260400,0.322500,0.224700,0.061700,0.228700,0.095000,0.074000,0.161000,0.222600,0.270300,0.336500,0.426600,0.414400,0.565500,0.692100,0.854700,0.923400,0.917100,1.000000,0.953200,0.910100,0.833700,0.705300,0.653400,0.448300,0.246000,0.202000,0.144600,0.099400,0.151000,0.239200,0.443400,0.502300,0.444100,0.457100,0.392700,0.290000,0.340800,0.499000,0.363200,0.138700,0.180000,0.129900,0.052300,0.081700,0.046900,0.011400,0.029900,0.024400,0.019900,0.025700,0.008200,0.015100,0.017100,0.014600,0.013400,0.005600,-1.000000
0.045400,0.047200,0.069700,0.102100,0.139700,0.149300,0.148700,0.077100,0.117100,0.167500,0.279900,0.332300,0.401200,0.429600,0.535000,0.541100,0.687000,0.804500,0.919400,0.916900,1.000000,0.997200,0.909300,0.791800,0.670500,0.532400,0.357200,0.248400,0.316100,0.377500,0.313800,0.171300,0.293700,0.523400,0.592600,0.543700,0.451600,0.337900,0.321500,0.217800,0.167400,0.263400,0.298000,0.203700,0.115500,0.091900,0.088200,0.022800,0.038000,0.014200,0.013700,0.012000,0.004200,0.023800,0.012900,0.008400,0.021800,0.032100,0.015400,0.005300,-1.000000
0.028300,0.059900,0.065600,0.022900,0.083900,0.167300,0.115400,0.109800,0.137000,0.176700,0.199500,0.286900,0.327500,0.376900,0.416900,0.503600,0.618000,0.802500,0.933300,0.939900,0.927500,0.945000,0.832800,0.777300,0.700700,0.615400,0.581000,0.445400,0.370700,0.289100,0.218500,0.171100,0.357800,0.394700,0.286700,0.240100,0.361900,0.331400,0.376300,0.476700,0.405900,0.366100,0.232000,0.145000,0.101700,0.111100,0.065500,0.027100,0.024400,0.017900,0.010900,0.014700,0.017000,0.015800,0.004600,0.007300,0.005400,0.003300,0.004500,0.007900,-1.000000
0.011400,0.022200,0.026900,0.038400,0.121700,0.206200,0.148900,0.092900,0.135000,0.179900,0.248600,0.297300,0.367200,0.439400,0.525800,0.675500,0.740200,0.828400,0.903300,0.958400,1.000000,0.998200,0.889900,0.749300,0.636700,0.674400,0.720700,0.682100,0.551200,0.478900,0.392400,0.253300,0.108900,0.139000,0.255100,0.330100,0.281800,0.214200,0.226600,0.214200,0.235400,0.287100,0.259600,0.192500,0.125600,0.100300,0.095100,0.121000,0.072800,0.017400,0.021300,0.026900,0.015200,0.025700,0.009700,0.004100,0.005000,0.014500,0.010300,0.002500,-1.000000
0.041400,0.043600,0.044700,0.084400,0.041900,0.121500,0.200200,0.151600,0.081800,0.197500,0.230900,0.302500,0.393800,0.505000,0.587200,0.661000,0.741700,0.800600,0.845600,0.793900,0.880400,0.838400,0.785200,0.847900,0.743400,0.643300,0.551400,0.351900,0.316800,0.334600,0.205600,0.103200,0.316800,0.404000,0.428200,0.453800,0.370400,0.374100,0.383900,0.349400,0.438000,0.426500,0.285400,0.280800,0.239500,0.036900,0.080500,0.054100,0.017700,0.006500,0.022200,0.004500,0.013600,0.011300,0.005300,0.016500,0.014100,0.007700,0.024600,0.019800,-1.000000
0.009400,0.033300,0.030600,0.037600,0.129600,0.179500,0.190900,0.169200,0.187000,0.172500,0.222800,0.310600,0.414400,0.515700,0.536900,0.510700,0.644100,0.732600,0.816400,0.885600,0.989100,1.000000,0.875000,0.863100,0.907400,0.867400,0.775000,0.660000,0.561500,0.401600,0.233100,0.116400,0.109500,0.043100,0.061900,0.195600,0.212000,0.324200,0.410200,0.293900,0.191100,0.170200,0.101000,0.151200,0.142700,0.109700,0.117300,0.097200,0.070300,0.028100,0.021600,0.015300,0.011200,0.024100,0.016400,0.005500,0.007800,0.005500,0.009100,0.006700,-1.000000
0.022800,0.010600,0.013000,0.084200,0.111700,0.150600,0.177600,0.099700,0.142800,0.222700,0.262100,0.310900,0.285900,0.331600,0.375500,0.449900,0.476500,0.625400,0.730400,0.870200,0.934900,0.961400,0.912600,0.944300,1.000000,0.945500,0.881500,0.752000,0.706800,0.598600,0.385700,0.251000,0.216200,0.096800,0.132300,0.134400,0.225000,0.324400,0.393900,0.380600,0.325800,0.365400,0.298300,0.177900,0.153500,0.119900,0.095900,0.076500,0.064900,0.031300,0.018500,0.009800,0.017800,0.007700,0.007400,0.009500,0.005500,0.004500,0.006300,0.003900,-1.000000
0.036300,0.047800,0.029800,0.021000,0.140900,0.191600,0.134900,0.161300,0.170300,0.144400,0.198900,0.215400,0.286300,0.357000,0.398000,0.435900,0.533400,0.630400,0.699500,0.743500,0.837900,0.864100,0.901400,0.943200,0.953600,1.000000,0.954700,0.974500,0.896200,0.719600,0.546200,0.315600,0.252500,0.196900,0.218900,0.153300,0.071100,0.149800,0.175500,0.227600,0.132200,0.105600,0.197300,0.169200,0.188100,0.117700,0.077900,0.049500,0.049200,0.019400,0.025000,0.011500,0.019000,0.005500,0.009600,0.005000,0.006600,0.011400,0.007300,0.003300,-1.000000
0.026100,0.026600,0.022300,0.074900,0.136400,0.151300,0.131600,0.165400,0.186400,0.201300,0.289000,0.365000,0.351000,0.349500,0.432500,0.539800,0.623700,0.687600,0.732900,0.810700,0.839600,0.863200,0.874700,0.960700,0.971600,0.912100,0.857600,0.879800,0.772000,0.571100,0.426400,0.286000,0.311400,0.206600,0.116500,0.018500,0.130200,0.248000,0.163700,0.110300,0.214400,0.203300,0.188700,0.137000,0.137600,0.030700,0.037300,0.060600,0.039900,0.016900,0.013500,0.022200,0.017500,0.012700,0.002200,0.012400,0.005400,0.002100,0.002800,0.002300,-1.000000
0.034600,0.050900,0.007900,0.024300,0.043200,0.073500,0.093800,0.113400,0.122800,0.150800,0.180900,0.239000,0.294700,0.286600,0.401000,0.532500,0.548600,0.582300,0.604100,0.674900,0.708400,0.789000,0.928400,0.978100,0.973800,1.000000,0.970200,0.995600,0.823500,0.602000,0.534200,0.486700,0.352600,0.156600,0.094600,0.161300,0.282400,0.339000,0.301900,0.294500,0.297800,0.267600,0.205500,0.206900,0.162500,0.121600,0.101300,0.074400,0.038600,0.005000,0.014600,0.004000,0.012200,0.010700,0.011200,0.010200,0.005200,0.002400,0.007900,0.003100,-1.000000
0.016200,0.004100,0.023900,0.044100,0.063000,0.092100,0.136800,0.107800,0.155200,0.177900,0.216400,0.256800,0.308900,0.382900,0.439300,0.533500,0.599600,0.672800,0.730900,0.809200,0.894100,0.966800,1.000000,0.989300,0.937600,0.899100,0.918400,0.912800,0.781100,0.601800,0.376500,0.330000,0.228000,0.021200,0.111700,0.178800,0.237300,0.284300,0.224100,0.271500,0.336300,0.254600,0.186700,0.216000,0.127800,0.076800,0.107000,0.094600,0.063600,0.022700,0.012800,0.017300,0.013500,0.011400,0.006200,0.015700,0.008800,0.003600,0.005300,0.003000,-1.000000
0.024900,0.011900,0.027700,0.076000,0.121800,0.153800,0.119200,0.122900,0.211900,0.253100,0.285500,0.296100,0.334100,0.428700,0.520500,0.608700,0.723600,0.757700,0.772600,0.809800,0.899500,0.924700,0.936500,0.985300,0.977600,1.000000,0.989600,0.907600,0.730600,0.575800,0.446900,0.371900,0.207900,0.095500,0.048800,0.140600,0.255400,0.205400,0.161400,0.223200,0.177300,0.229300,0.252100,0.146400,0.067300,0.096500,0.149200,0.112800,0.046300,0.019300,0.014000,0.002700,0.006800,0.015000,0.001200,0.013300,0.004800,0.024400,0.007700,0.007400,-1.000000
0.027000,0.016300,0.034100,0.024700,0.082200,0.125600,0.132300,0.158400,0.201700,0.212200,0.221000,0.239900,0.296400,0.406100,0.509500,0.551200,0.661300,0.680400,0.652000,0.678800,0.781100,0.836900,0.896900,0.985600,1.000000,0.939500,0.891700,0.810500,0.682800,0.557200,0.430100,0.333900,0.203500,0.079800,0.080900,0.152500,0.262600,0.245600,0.198000,0.241200,0.240900,0.190100,0.207700,0.176700,0.111900,0.077900,0.134400,0.096000,0.059800,0.033000,0.019700,0.018900,0.020400,0.008500,0.004300,0.009200,0.013800,0.009400,0.010500,0.009300,-1.000000
0.038800,0.032400,0.068800,0.089800,0.126700,0.151500,0.213400,0.261300,0.283200,0.271800,0.364500,0.393400,0.384300,0.467700,0.536400,0.482300,0.483500,0.586200,0.757900,0.699700,0.691800,0.863300,0.910700,0.934600,0.788400,0.858500,0.926100,0.708000,0.577900,0.521500,0.450500,0.312900,0.144800,0.104600,0.182000,0.151900,0.101700,0.143800,0.198600,0.203900,0.277800,0.287900,0.133100,0.114000,0.131000,0.143300,0.062400,0.010000,0.009800,0.013100,0.015200,0.025500,0.007100,0.026300,0.007900,0.011100,0.010700,0.006800,0.009700,0.006700,-1.000000
0.022800,0.085300,0.100000,0.042800,0.111700,0.165100,0.159700,0.211600,0.329500,0.351700,0.333000,0.364300,0.402000,0.473100,0.519600,0.657300,0.842600,0.847600,0.834400,0.845300,0.799900,0.853700,0.964200,1.000000,0.935700,0.940900,0.907000,0.710400,0.632000,0.566700,0.350100,0.244700,0.169800,0.329000,0.367400,0.233100,0.241300,0.255600,0.189200,0.194000,0.307400,0.278500,0.030800,0.123800,0.185400,0.175300,0.107900,0.072800,0.024200,0.019100,0.015900,0.017200,0.019100,0.026000,0.014000,0.012500,0.011600,0.009300,0.001200,0.003600,-1.000000
0.071500,0.084900,0.058700,0.021800,0.086200,0.180100,0.191600,0.189600,0.296000,0.418600,0.486700,0.524900,0.595900,0.685500,0.857300,0.971800,0.869300,0.871100,0.895400,0.992200,0.898000,0.815800,0.837300,0.754100,0.589300,0.548800,0.564300,0.540600,0.478300,0.443900,0.369800,0.257400,0.147800,0.174300,0.122900,0.158800,0.180300,0.143600,0.166700,0.263000,0.223400,0.123900,0.086900,0.209200,0.149900,0.067600,0.089900,0.092700,0.065800,0.008600,0.021600,0.015300,0.012100,0.009600,0.019600,0.004200,0.006600,0.009900,0.008300,0.012400,-1.000000
